,,,2020,2030,2040,2050
CO2_b [GtonCO2_eq],Central Europe,SSP1,0.11714766695766077,0.209079096796186,0.2820902560823848,0.358953116706309
CO2_b [GtonCO2_eq],Central Europe,SSP2,0.12003811319997772,0.19584096597618872,0.2995220612426493,0.37143473284391143
CO2_b [GtonCO2_eq],Central Europe,SSP3,0.12351402698913683,0.1815447495436054,0.27086195729630863,0.36898183109918614
CO2_b [GtonCO2_eq],Central Europe,SSP4,0.12326925718005036,0.18241565761396497,0.2800810321481599,0.39916833240157296
CO2_b [GtonCO2_eq],Central Europe,SSP5,0.11675127877179091,0.21308809009540033,0.29772080492866826,0.3485948764453242
CO2_b [GtonCO2_eq],Central Latin America,SSP1,0.10526930347070375,0.18629119204914524,0.29423151788773944,0.43521479190019413
CO2_b [GtonCO2_eq],Central Latin America,SSP2,0.10859518744926201,0.1749226818871342,0.2567629307608979,0.37815735415235996
CO2_b [GtonCO2_eq],Central Latin America,SSP3,0.1125507010368689,0.1580350657423279,0.22350626022347247,0.3078651081601509
CO2_b [GtonCO2_eq],Central Latin America,SSP4,0.11232192191057021,0.15763603662021858,0.23161319610673992,0.3382264120555882
CO2_b [GtonCO2_eq],Central Latin America,SSP5,0.10480454638731779,0.18548483978695618,0.3435486219470258,0.4256330077283334
CO2_b [GtonCO2_eq],East Asia,SSP1,0.08110236610746116,0.1641877053648482,0.22984183527062776,0.3326277643605896
CO2_b [GtonCO2_eq],East Asia,SSP2,0.08214740761954707,0.15263887302198936,0.22946735623679876,0.30564305776817674
CO2_b [GtonCO2_eq],East Asia,SSP3,0.08491916704895541,0.12685879887833235,0.19602037139764264,0.2688664431671105
CO2_b [GtonCO2_eq],East Asia,SSP4,0.08481402655246782,0.12829963664661573,0.2079999336418722,0.30359512104528114
CO2_b [GtonCO2_eq],East Asia,SSP5,0.08110135076862751,0.16735424305218063,0.2540438663998377,0.3348923620149922
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP1,0.08221278498904837,0.14144119569717925,0.2082089500938895,0.26321259862615953
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP2,0.08443008200776782,0.13381341999243804,0.20017566039300103,0.2739972883498055
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP3,0.08754930867405775,0.12198112101884764,0.17587069714140915,0.2433503899119117
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP4,0.08753578389452642,0.1211551992060689,0.18146223945556225,0.26659268194114966
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP5,0.08161309415967322,0.14607409472097468,0.22492361070582237,0.26157571429269777
